faceoffWinPct,goals_against,goalsAgainstPerGame,goals_for,goalsForPerGame,losses,ot_losses,penaltyKillNetPct,pk_pct,pointPct,points,powerPlayNetPct,pp_pct,regulationAndOtWins,seasonId,shots_against_per_game,shots_per_game,teamFullName,teamId,teamShutouts,ties,wins,winsInRegulation,winsInShootout,team,season,win_pct,goal_diff_per_game,name,team.1,position,situation,games_played_y,xGoalsPercentage,corsi_pct,fenwickPercentage,iceTime,xOnGoalFor,xgf,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shots_for,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,gf,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,hdcf,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xga,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shots_against,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,ga,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,hdca,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,goalie_gsax,goalie_sv_pct,games_played,games,xgf_per60,xga_per60,hdcf_per60,hdca_per60,xgf_pct,goals_for_per_game,goals_against_per_game
0.489738,259,3.15853,235,2.86585,35,8,0.711956,0.701087,0.52439,86,0.240506,0.270042,36,20242025,28.5,27.4390243902439,Detroit Red Wings,17,4,,39,30,3,DET,20242025,0.47560975609756095,-0.2926829268292683,DET,DET,Team Level,all,82,0.49,0.48,0.49,298437.0,2495.34,257.26,166.65,598.14,83.43,1337.34,962.18,243.72,257.27,243.7,2250.0,1155.0,1275.0,4680.0,235.0,248.0,26.0,436.0,9.0,1083.0,1394.0,2015.0,3170.0,218.0,467.0,2267.0,1570.0,367.0,1255.0,2453.0,659.0,293.0,70.42,81.85,105.01,74.0,81.0,80.0,4667.3,3405.0,3404.25,615.0,37.11,54.38,54.38,240.0,239.97,233.01,2596.08,267.17,173.13,630.89,88.07,1398.42,1003.31,252.33,268.84,253.9,2337.0,1224.0,1408.0,4969.0,259.0,264.0,30.0,503.0,7.0,1160.0,1368.0,2078.0,3302.0,267.0,563.0,2362.0,1827.0,386.0,1253.0,2564.0,686.0,311.0,71.68,84.11,111.38,96.0,77.0,86.0,4997.45,3561.0,3576.07,596.0,38.23,58.27,58.29,247.1,248.63,241.15,3.1664641808147778,0.8986576983410897,82,82,0.051721468852722684,0.05371384915409283,0.05890690497491933,0.06252575920546044,0.4905516465495871,2.8658536585365852,3.158536585365854
0.535706,255,3.10975,255,3.10975,36,7,0.878661,0.803348,0.51829,85,0.142857,0.17619,38,20242025,29.890243902439025,28.585365853658537,New York Rangers,3,9,,39,35,1,NYR,20242025,0.47560975609756095,0.0,NYR,NYR,Team Level,all,82,0.48,0.5,0.5,296987.0,2624.71,258.68,174.95,634.64,88.05,1418.11,1030.56,243.8,260.43,245.39,2344.0,1261.0,1334.0,4939.0,255.0,267.0,36.0,487.0,8.0,1138.0,1450.0,2089.0,3350.0,278.0,619.0,2438.0,2031.0,405.0,1239.0,2665.0,648.0,292.0,74.66,81.4,102.62,107.0,79.0,69.0,4966.61,3605.0,3627.19,599.0,38.96,57.98,57.98,239.66,241.13,233.36,2690.37,276.97,181.45,648.04,89.14,1426.93,1034.48,264.11,277.36,264.52,2451.0,1206.0,1336.0,4993.0,255.0,284.0,30.0,427.0,5.0,1115.0,1571.0,2196.0,3402.0,257.0,570.0,2113.0,1596.0,387.0,1313.0,2610.0,719.0,328.0,74.31,89.48,113.18,87.0,92.0,76.0,4993.91,3657.0,3657.83,588.0,40.15,59.81,59.81,257.32,257.66,251.09,11.454367453969851,0.9027969904753806,82,82,0.05226087337156172,0.055955984605386776,0.058992481152373676,0.06626552677389919,0.4829272846074862,3.1097560975609757,3.1097560975609757
0.549049,257,3.13414,222,2.70731,35,12,0.772222,0.722223,0.5,82,0.086956,0.125603,33,20242025,28.74390243902439,29.51219512195122,New York Islanders,2,4,,35,28,2,NYI,20242025,0.4268292682926829,-0.4268292682926829,NYI,NYI,Team Level,all,82,0.48,0.5,0.5,298682.0,2648.98,243.07,181.53,650.85,90.71,1443.12,1039.74,232.11,242.91,231.97,2420.0,1229.0,1384.0,5033.0,222.0,287.0,29.0,525.0,5.0,1212.0,1398.0,2198.0,3427.0,201.0,441.0,2541.0,1814.0,412.0,1214.0,2742.0,651.0,256.0,78.49,81.35,83.22,76.0,92.0,54.0,5014.97,3649.0,3640.65,578.0,40.46,56.31,56.33,227.19,226.96,220.53,2614.12,259.32,177.28,625.72,87.15,1414.02,1024.5,244.97,260.64,246.22,2357.0,1231.0,1459.0,5047.0,257.0,279.0,22.0,421.0,6.0,1194.0,1431.0,2100.0,3331.0,221.0,481.0,2087.0,1752.0,448.0,1210.0,2641.0,658.0,289.0,76.55,82.67,100.1,106.0,80.0,71.0,5081.55,3588.0,3609.61,584.0,39.34,60.94,60.94,237.73,238.87,232.2,10.70025271536216,0.902671057437701,82,82,0.04882851996437682,0.05209286130399555,0.051425931257993454,0.05805505520921917,0.4838273054798065,2.707317073170732,3.1341463414634148
0.446417,261,3.18292,217,2.64634,37,10,0.754032,0.741936,0.4878,80,0.090497,0.117647,31,20242025,32.30487804878049,27.682926829268293,Anaheim Ducks,24,1,,35,24,4,ANA,20242025,0.4268292682926829,-0.5365853658536586,ANA,ANA,Team Level,all,82,0.45,0.46,0.46,299356.0,2508.99,241.34,163.58,615.17,85.04,1354.26,992.67,228.34,240.12,227.22,2270.0,1183.0,1302.0,4755.0,217.0,283.0,31.0,513.0,8.0,1064.0,1368.0,2053.0,3236.0,310.0,657.0,2087.0,1876.0,349.0,1171.0,2569.0,614.0,270.0,75.36,75.46,90.51,89.0,74.0,54.0,4711.01,3453.0,3432.41,556.0,36.14,59.92,59.92,217.5,216.54,210.01,2931.27,296.71,198.68,699.52,98.33,1598.89,1147.85,280.82,298.38,282.45,2649.0,1391.0,1509.0,5549.0,261.0,279.0,39.0,654.0,6.0,1275.0,1565.0,2388.0,3779.0,284.0,607.0,2588.0,1448.0,358.0,1108.0,2962.0,743.0,335.0,88.24,92.51,115.95,78.0,96.0,87.0,5608.25,4040.0,4071.7,497.0,44.34,60.19,60.25,280.81,282.23,272.05,11.08198981855286,0.9062208684381166,82,82,0.04837183821269659,0.059469661540106085,0.05411616937692914,0.06714413607878245,0.4485456741938482,2.6463414634146343,3.182926829268293
0.527669,287,3.5,242,2.95121,36,12,0.800925,0.777778,0.4878,80,0.235294,0.257918,33,20242025,30.146341463414632,28.378048780487806,Pittsburgh Penguins,5,3,,34,24,1,PIT,20242025,0.4146341463414634,-0.5487804878048781,PIT,PIT,Team Level,all,82,0.49,0.5,0.49,298953.0,2592.99,259.56,181.07,634.7,89.01,1397.33,995.33,245.18,259.46,245.08,2327.0,1230.0,1408.0,4965.0,242.0,310.0,29.0,501.0,9.0,1105.0,1390.0,2085.0,3315.0,243.0,523.0,2441.0,1665.0,436.0,1270.0,2595.0,656.0,306.0,73.34,82.6,103.62,85.0,85.0,72.0,4945.68,3557.0,3543.81,554.0,40.12,67.77,67.77,231.91,231.85,225.4,2649.76,274.8,178.4,638.06,89.52,1432.52,1041.71,260.82,277.2,263.03,2472.0,1183.0,1330.0,4985.0,287.0,283.0,32.0,513.0,5.0,1127.0,1440.0,2185.0,3368.0,252.0,549.0,2185.0,1647.0,422.0,1244.0,2651.0,689.0,315.0,76.54,86.32,111.94,99.0,98.0,90.0,5031.35,3655.0,3688.31,600.0,39.49,59.77,59.77,254.52,256.57,249.23,-2.75029420887954,0.895248272753327,82,82,0.05209380738778337,0.05515248216274799,0.06141433603275431,0.06322064003371766,0.48573995059510444,2.951219512195122,3.5
0.478296,287,3.5,265,3.2317,39,7,0.804979,0.763486,0.4817,79,0.152838,0.187772,32,20242025,28.914634146341463,27.804878048780488,Buffalo Sabres,7,3,,36,29,4,BUF,20242025,0.43902439024390244,-0.2682926829268293,BUF,BUF,Team Level,all,82,0.48,0.5,0.49,298327.0,2553.68,255.23,171.83,617.59,85.45,1386.51,993.4,240.3,255.62,240.68,2280.0,1230.0,1350.0,4860.0,265.0,255.0,30.0,479.0,9.0,1067.0,1435.0,2015.0,3245.0,309.0,699.0,2303.0,1736.0,382.0,1197.0,2622.0,606.0,282.0,76.77,74.78,103.69,115.0,81.0,69.0,4860.45,3510.0,3511.64,574.0,38.31,57.09,57.09,236.46,236.76,229.89,2617.39,277.47,176.35,627.88,87.5,1413.25,1021.57,262.43,277.38,262.37,2371.0,1233.0,1305.0,4909.0,287.0,279.0,46.0,472.0,15.0,1179.0,1372.0,2084.0,3317.0,301.0,678.0,2512.0,1798.0,440.0,1197.0,2589.0,684.0,331.0,74.83,86.03,116.62,89.0,99.0,99.0,4899.57,3604.0,3605.05,559.0,39.27,59.06,59.76,256.98,257.04,249.24,-3.303301793374783,0.8912314992118918,82,82,0.05133226291954801,0.05580520703791477,0.05671628783180872,0.06657124564655563,0.47912521118828605,3.231707317073171,3.5
0.485609,262,3.19512,245,2.9878,41,6,0.787564,0.772021,0.46341,76,0.171806,0.189427,33,20242025,28.573170731707318,27.353658536585368,Seattle Kraken,55,2,,35,28,2,SEA,20242025,0.4268292682926829,-0.2073170731707317,SEA,SEA,Team Level,all,82,0.47,0.48,0.48,297525.0,2507.79,238.29,166.36,607.12,85.11,1384.19,1006.94,226.6,237.49,225.86,2243.0,1245.0,1300.0,4788.0,245.0,231.0,25.0,464.0,8.0,1156.0,1384.0,1998.0,3243.0,234.0,525.0,2245.0,1697.0,418.0,1164.0,2643.0,608.0,237.0,74.79,75.76,87.73,94.0,89.0,62.0,4743.1,3488.0,3464.86,548.0,36.82,49.91,49.95,225.16,224.23,217.73,2671.11,267.41,179.66,650.42,91.17,1467.26,1052.07,253.76,270.04,256.32,2343.0,1365.0,1441.0,5149.0,262.0,276.0,29.0,561.0,10.0,1260.0,1339.0,2081.0,3446.0,273.0,589.0,2376.0,1688.0,355.0,1136.0,2760.0,626.0,322.0,78.48,78.69,110.24,99.0,88.0,75.0,5227.46,3708.0,3759.19,531.0,39.69,55.03,55.44,251.67,253.8,244.89,5.959470619275567,0.8984525377330848,82,82,0.048054449205949076,0.05392689689942022,0.04779430299974792,0.06493571968742122,0.4712082262210796,2.9878048780487805,3.1951219512195124
0.499223,283,3.45121,232,2.82926,39,10,0.796019,0.77612,0.46341,76,0.102803,0.149532,27,20242025,26.951219512195124,26.98780487804878,Philadelphia Flyers,4,3,,33,21,6,PHI,20242025,0.4024390243902439,-0.6219512195121951,PHI,PHI,Team Level,all,82,0.51,0.48,0.5,299715.0,2437.06,250.11,169.0,585.09,82.87,1306.71,941.22,237.54,250.61,237.96,2213.0,1122.0,1245.0,4580.0,232.0,261.0,30.0,454.0,6.0,957.0,1425.0,1981.0,3103.0,253.0,552.0,2251.0,1727.0,430.0,1289.0,2410.0,631.0,294.0,69.98,80.48,99.65,89.0,81.0,62.0,4551.17,3335.0,3325.15,606.0,37.22,56.72,56.72,230.6,230.36,225.03,2437.97,237.21,159.51,584.11,81.45,1309.75,981.96,227.53,239.25,229.48,2210.0,1144.0,1584.0,4938.0,283.0,230.0,27.0,407.0,9.0,1036.0,1389.0,1927.0,3071.0,263.0,576.0,2258.0,1727.0,428.0,1244.0,2480.0,628.0,246.0,72.66,78.02,86.53,113.0,95.0,75.0,5006.33,3354.0,3395.95,581.0,34.96,54.73,54.89,217.28,219.32,214.98,-14.286569436044369,0.8815661352318541,82,82,0.050069566087783395,0.04748711275711927,0.058855913117461585,0.049246784445222964,0.5132356562423048,2.8292682926829267,3.451219512195122
0.516932,271,3.30487,222,2.70731,39,10,0.788135,0.762712,0.46341,76,0.095652,0.152173,33,20242025,28.609756097560975,26.51219512195122,Boston Bruins,6,7,,33,26,0,BOS,20242025,0.4024390243902439,-0.5975609756097561,BOS,BOS,Team Level,all,82,0.48,0.48,0.48,298437.0,2407.81,236.78,160.15,582.24,81.29,1285.62,938.92,224.33,237.22,224.68,2174.0,1111.0,1318.0,4603.0,222.0,239.0,23.0,448.0,7.0,1007.0,1362.0,1952.0,3063.0,305.0,711.0,2427.0,2168.0,438.0,1335.0,2421.0,587.0,277.0,67.53,72.75,96.5,71.0,90.0,61.0,4584.87,3285.0,3282.47,649.0,35.84,52.92,52.92,219.7,219.93,214.5,2578.71,258.54,169.16,627.15,87.67,1390.91,1024.57,248.26,260.33,249.92,2346.0,1212.0,1365.0,4923.0,271.0,251.0,29.0,538.0,11.0,1103.0,1384.0,2075.0,3287.0,300.0,693.0,2268.0,1793.0,439.0,1319.0,2636.0,632.0,290.0,74.84,79.51,104.2,108.0,84.0,79.0,4964.07,3558.0,3588.14,587.0,37.58,52.93,53.02,243.1,244.37,239.24,-3.6766375242618135,0.8956468824611434,82,82,0.0476040169281959,0.05197880959800561,0.05569014565888278,0.05830376260316247,0.47803440200274566,2.707317073170732,3.3048780487804876
0.512694,274,3.34146,212,2.58536,44,8,0.81893,0.814815,0.41463,68,0.197368,0.219298,28,20242025,28.585365853658537,29.304878048780488,Nashville Predators,18,4,,30,24,2,NSH,20242025,0.36585365853658536,-0.7560975609756098,NSH,NSH,Team Level,all,82,0.51,0.52,0.51,297303.0,2587.49,264.11,175.89,615.31,87.2,1413.75,1006.75,248.79,263.44,248.16,2403.0,1160.0,1441.0,5004.0,212.0,267.0,25.0,541.0,9.0,1117.0,1417.0,2191.0,3351.0,302.0,728.0,2403.0,1933.0,392.0,1252.0,2572.0,698.0,293.0,73.62,86.91,103.58,66.0,83.0,63.0,4962.73,3563.0,3544.74,557.0,39.39,58.32,58.32,245.18,244.62,236.34,2498.31,256.3,169.68,597.08,82.89,1338.2,975.87,243.79,257.77,245.26,2344.0,1076.0,1254.0,4674.0,274.0,236.0,20.0,457.0,4.0,1029.0,1420.0,2070.0,3146.0,290.0,713.0,2284.0,1723.0,438.0,1304.0,2453.0,686.0,281.0,74.09,83.67,98.54,116.0,81.0,77.0,4716.93,3420.0,3446.93,614.0,37.79,48.64,48.64,245.45,247.01,239.68,-8.325205612287844,0.8935828668217753,82,82,0.053301177586502664,0.051725007820304536,0.05913159302126114,0.05670982129342792,0.5075036990065525,2.5853658536585367,3.341463414634146
0.44756,292,3.56097,224,2.7317,46,11,0.819383,0.792952,0.37195,61,0.21164,0.248677,23,20242025,31.121951219512194,24.451219512195124,Chicago Blackhawks,16,0,,25,20,2,CHI,20242025,0.3048780487804878,-0.8292682926829268,CHI,CHI,Team Level,all,82,0.43,0.44,0.44,297870.0,2136.91,206.05,141.98,511.84,70.91,1148.44,846.79,196.19,206.03,196.22,2005.0,921.0,1117.0,4043.0,224.0,206.0,26.0,377.0,4.0,853.0,1262.0,1781.0,2702.0,261.0,595.0,1963.0,1533.0,413.0,1192.0,2160.0,528.0,238.0,60.68,65.81,79.56,88.0,76.0,60.0,4008.97,2926.0,2910.28,576.0,31.33,42.42,42.42,194.96,195.03,189.39,2754.49,278.64,189.37,659.71,92.88,1503.15,1069.31,265.65,280.71,267.63,2552.0,1242.0,1354.0,5148.0,292.0,308.0,32.0,482.0,5.0,1179.0,1528.0,2260.0,3502.0,231.0,523.0,2423.0,1734.0,391.0,1189.0,2782.0,690.0,322.0,81.3,87.45,109.88,111.0,102.0,79.0,5195.68,3794.0,3827.66,539.0,41.78,61.38,61.38,258.97,260.56,254.11,1.5786564318453955,0.8982571528833738,82,82,0.04150468325108269,0.05612649813677107,0.04794037667438815,0.06486050961828986,0.42511708514720753,2.731707317073171,3.5609756097560976
0.480641,310,3.78048,208,2.53658,50,12,0.761718,0.742188,0.31707,52,0.150442,0.18584,18,20242025,31.79268292682927,26.865853658536587,San Jose Sharks,28,1,,20,14,2,SJS,20242025,0.24390243902439024,-1.2439024390243902,SJS,SJS,Team Level,all,82,0.43,0.46,0.46,298395.0,2394.28,222.67,161.8,581.21,80.89,1313.98,931.47,210.57,221.1,209.05,2203.0,1089.0,1336.0,4628.0,208.0,238.0,28.0,426.0,6.0,1107.0,1307.0,1995.0,3084.0,297.0,675.0,2247.0,1818.0,365.0,1226.0,2473.0,572.0,247.0,69.05,69.62,83.98,87.0,61.0,60.0,4544.88,3292.0,3254.35,573.0,36.34,51.67,51.67,207.33,205.85,199.58,2835.7,295.14,196.17,684.45,96.55,1538.66,1100.04,279.09,298.9,282.63,2607.0,1304.0,1560.0,5471.0,310.0,344.0,38.0,473.0,11.0,1278.0,1495.0,2297.0,3601.0,274.0,648.0,2428.0,1663.0,391.0,1254.0,2849.0,708.0,354.0,83.74,87.42,123.97,126.0,92.0,92.0,5601.19,3911.0,3978.91,564.0,43.58,73.8,73.8,264.92,268.16,260.31,-10.306641469439231,0.8796371970776078,82,82,0.04477353843060373,0.059345498416528426,0.049665711556829036,0.07118081737294527,0.43002259516038704,2.5365853658536586,3.7804878048780486
0.511256,197,2.43209,296,3.65432,16,11,0.853448,0.844828,0.73456,119,0.123552,0.173745,50,20252026,26.19753086419753,33.75308641975309,Colorado Avalanche,21,7,,54,47,4,COL,20252026,0.6666666666666666,1.2222222222222223,COL,COL,Team Level,all,81,0.56,0.56,0.55,295488.0,2964.86,297.88,202.95,723.28,99.38,1614.53,1147.97,281.64,301.84,285.43,2734.0,1352.0,1549.0,5635.0,296.0,316.0,40.0,581.0,2.0,1549.0,1342.0,2438.0,3790.0,258.0,547.0,2430.0,1348.0,365.0,1283.0,3031.0,733.0,322.0,93.64,90.97,113.26,138.0,73.0,85.0,5756.84,4086.0,4153.96,542.0,45.12,67.86,67.86,275.15,278.54,268.83,2420.59,230.3,168.43,587.13,81.65,1292.1,929.45,217.87,228.2,215.86,2122.0,1168.0,1150.0,4440.0,197.0,287.0,20.0,473.0,3.0,1133.0,1197.0,1925.0,3093.0,284.0,604.0,2323.0,1678.0,378.0,1272.0,2427.0,615.0,248.0,68.74,77.91,83.65,77.0,62.0,58.0,4358.98,3290.0,3246.11,633.0,37.74,55.01,55.1,212.88,211.06,204.86,12.335482112005682,0.912859921209716,81,81,0.06048570500324886,0.04676332033788175,0.06538336582196232,0.05035737491877843,0.5639744026657578,3.654320987654321,2.432098765432099
0.501205,236,2.87804,291,3.54878,22,7,0.857142,0.805195,0.68902,113,0.232365,0.248962,48,20252026,23.9390243902439,32.170731707317074,Carolina Hurricanes,12,3,,53,39,5,CAR,20252026,0.6463414634146342,0.6707317073170732,CAR,CAR,Team Level,all,82,0.56,0.59,0.59,299814.0,3075.26,300.64,205.63,759.64,103.51,1622.84,1174.74,285.77,303.09,288.1,2638.0,1529.0,1584.0,5751.0,291.0,312.0,28.0,644.0,4.0,1525.0,1391.0,2347.0,3876.0,278.0,588.0,2495.0,1635.0,470.0,1325.0,3072.0,767.0,328.0,94.41,94.64,111.6,106.0,105.0,80.0,5835.07,4167.0,4224.98,571.0,45.82,60.35,60.63,285.83,287.92,279.87,2192.66,235.15,154.92,516.37,73.94,1135.92,833.7,224.03,233.97,222.93,1963.0,987.0,1001.0,3951.0,236.0,259.0,29.0,349.0,3.0,1006.0,1097.0,1727.0,2714.0,286.0,605.0,2483.0,1930.0,354.0,1360.0,2032.0,656.0,262.0,64.53,80.32,90.29,71.0,96.0,69.0,3906.3,2950.0,2922.58,692.0,34.93,55.97,55.97,214.11,213.41,208.04,-0.1892569404717833,0.8892036521138171,82,82,0.060165302487542274,0.04705917668954752,0.06564069723228401,0.05243250815505614,0.5611153623621195,3.548780487804878,2.8780487804878048
0.5166,219,2.7037,270,3.33333,20,12,0.817073,0.800814,0.67901,110,0.261224,0.285714,44,20252026,26.185185185185187,25.28395061728395,Dallas Stars,25,5,,49,38,5,DAL,20252026,0.6049382716049383,0.6296296296296297,DAL,DAL,Team Level,all,81,0.52,0.48,0.48,296110.0,2253.42,256.17,159.0,527.73,75.85,1173.69,842.57,243.2,258.39,245.28,2048.0,987.0,1117.0,4152.0,270.0,274.0,52.0,391.0,6.0,1054.0,1040.0,1778.0,2765.0,287.0,627.0,2225.0,1532.0,374.0,1181.0,2082.0,658.0,295.0,66.56,81.54,108.07,91.0,93.0,86.0,4214.04,3035.0,3069.01,558.0,36.01,62.7,62.7,229.46,231.21,226.42,2369.31,235.16,160.67,575.16,80.77,1264.24,909.0,220.76,234.7,220.32,2121.0,1104.0,1295.0,4520.0,219.0,269.0,33.0,399.0,3.0,1103.0,1232.0,1902.0,3006.0,286.0,625.0,2082.0,1970.0,383.0,1298.0,2392.0,569.0,264.0,73.97,69.04,92.15,78.0,67.0,74.0,4494.37,3225.0,3218.12,563.0,35.9,54.85,54.85,216.22,215.98,208.22,6.994656766228401,0.9054024592212836,81,81,0.05190706156495897,0.0476498598493803,0.05977508358380331,0.05349363412245449,0.5213807420674496,3.3333333333333335,2.7037037037037037
0.458099,237,2.92592,280,3.45679,23,8,0.864628,0.820961,0.66666,108,0.172839,0.19753,45,20252026,29.098765432098766,28.185185185185187,Buffalo Sabres,7,5,,50,42,5,BUF,20252026,0.6172839506172839,0.5308641975308642,BUF,BUF,Team Level,all,81,0.49,0.49,0.49,294182.0,2559.58,255.28,179.52,609.94,85.12,1380.04,982.11,244.04,256.41,245.13,2283.0,1209.0,1136.0,4628.0,280.0,243.0,21.0,457.0,4.0,1276.0,1232.0,2003.0,3212.0,295.0,671.0,2121.0,1552.0,409.0,1257.0,2585.0,645.0,262.0,78.68,78.18,98.42,108.0,104.0,68.0,4664.9,3492.0,3514.07,592.0,39.99,48.85,48.89,246.38,247.78,241.16,2647.26,261.42,182.46,642.59,88.94,1401.36,1009.25,247.77,260.78,247.19,2357.0,1229.0,1281.0,4867.0,237.0,288.0,33.0,549.0,9.0,1269.0,1234.0,2120.0,3349.0,314.0,705.0,2509.0,1850.0,375.0,1207.0,2632.0,668.0,286.0,77.8,81.93,101.69,79.0,85.0,73.0,4827.48,3586.0,3568.71,575.0,41.35,61.32,61.32,241.44,240.87,232.81,7.268232368726604,0.9088392751327178,81,81,0.052065728018709505,0.05331801401853275,0.05343630813577989,0.05833123712531698,0.49405844784207464,3.45679012345679,2.925925925925926
0.473907,225,2.77777,284,3.50617,25,6,0.85098,0.827451,0.65432,106,0.185185,0.209876,46,20252026,26.790123456790123,28.098765432098766,Tampa Bay Lightning,14,2,,50,40,4,TBL,20252026,0.6172839506172839,0.7283950617283951,TBL,TBL,Team Level,all,81,0.54,0.53,0.52,294658.0,2585.2,280.35,179.6,608.49,86.39,1376.64,989.54,262.52,282.27,264.29,2276.0,1245.0,1302.0,4823.0,284.0,305.0,31.0,468.0,3.0,1304.0,1157.0,1992.0,3237.0,388.0,949.0,2125.0,1624.0,332.0,1210.0,2461.0,762.0,298.0,75.94,93.28,111.13,94.0,111.0,79.0,4871.78,3521.0,3545.06,516.0,40.35,64.08,64.08,256.63,258.31,248.4,2397.3,238.77,163.13,581.64,81.59,1269.53,920.34,224.91,238.98,225.1,2170.0,1085.0,1084.0,4339.0,225.0,263.0,24.0,443.0,4.0,1121.0,1199.0,1945.0,3030.0,381.0,907.0,2359.0,1803.0,408.0,1196.0,2380.0,623.0,252.0,72.98,75.89,89.9,87.0,72.0,66.0,4319.77,3255.0,3253.28,566.0,36.76,52.54,52.54,222.98,223.26,215.45,8.576863888869815,0.905343267110429,81,81,0.057086520644272346,0.0486197557846724,0.06068051775278459,0.051313726421817835,0.5400485436893204,3.506172839506173,2.7777777777777777
0.466382,235,2.86585,268,3.26829,24,12,0.830985,0.798123,0.63414,104,0.236434,0.251937,42,20252026,29.4390243902439,29.195121951219512,Minnesota Wild,30,8,,46,31,4,MIN,20252026,0.5609756097560976,0.4024390243902439,MIN,MIN,Team Level,all,82,0.52,0.49,0.5,300590.0,2676.49,265.88,191.21,632.15,90.53,1443.88,1036.34,252.09,268.13,254.2,2394.0,1266.0,1238.0,4898.0,268.0,304.0,28.0,468.0,3.0,1316.0,1301.0,2126.0,3392.0,263.0,600.0,2192.0,1742.0,374.0,1221.0,2675.0,690.0,295.0,78.16,83.0,104.73,99.0,89.0,80.0,4959.78,3660.0,3700.44,534.0,43.17,59.52,59.97,249.09,250.93,243.1,2672.88,242.92,186.69,645.83,89.74,1469.78,1046.05,230.84,241.75,229.78,2414.0,1267.0,1405.0,5086.0,235.0,270.0,30.0,541.0,8.0,1300.0,1327.0,2179.0,3446.0,298.0,676.0,2508.0,1516.0,356.0,1248.0,2866.0,587.0,228.0,83.83,74.21,84.89,86.0,79.0,70.0,5053.65,3681.0,3655.94,607.0,41.68,55.57,56.45,228.15,227.31,220.53,3.171590487924425,0.9107397609732368,82,82,0.05307162580258824,0.048488639009947106,0.058884194417645294,0.04551049602448518,0.5225628930817611,3.268292682926829,2.8658536585365852
0.530607,247,3.01219,268,3.26829,27,10,0.776978,0.769785,0.60975,100,0.195744,0.234042,41,20252026,29.70731707317073,27.024390243902438,Boston Bruins,6,3,,45,33,4,BOS,20252026,0.5487804878048781,0.25609756097560976,BOS,BOS,Team Level,all,82,0.47,0.48,0.48,299531.0,2554.13,247.57,172.74,622.77,87.92,1353.22,992.78,234.84,248.45,235.72,2216.0,1261.0,1282.0,4759.0,268.0,283.0,32.0,468.0,8.0,1206.0,1244.0,1948.0,3209.0,351.0,814.0,2530.0,1861.0,376.0,1344.0,2595.0,615.0,267.0,75.51,76.18,95.88,112.0,81.0,75.0,4785.15,3477.0,3492.12,639.0,38.82,55.69,56.39,230.0,231.01,223.71,2739.11,277.57,194.4,664.31,94.18,1443.32,1030.28,262.76,277.32,262.6,2436.0,1269.0,1352.0,5057.0,247.0,330.0,30.0,568.0,5.0,1288.0,1267.0,2189.0,3458.0,318.0,737.0,2240.0,1811.0,395.0,1268.0,2625.0,774.0,306.0,77.94,97.06,102.58,87.0,93.0,67.0,5039.3,3705.0,3697.12,535.0,44.11,68.01,68.01,253.59,253.53,245.66,16.76475126570568,0.9055249879505296,82,82,0.04959152808891233,0.05560092277593972,0.053483612714543736,0.06129582580767934,0.4714361884449861,3.268292682926829,3.0121951219512195
